delta_x,delta_y,eps_proxy
-1,10,6.023426006735157
0,10,6.18631395517059
1,10,6.388557922589378
2,10,6.5749211598346635
3,10,5.799661974621724
4,10,5.018972454207051
5,10,5.680572331143746
6,10,5.264220371760407
7,10,4.66380964631463
8,10,6.268870094225417
9,10,3.01766431571111
10,10,6.684391144372961
11,10,4.8895971800651195
12,10,2.0922569177006762
13,10,5.364481917134934
14,10,0.0
-14,11,0.0
-13,11,3.7421628715662414
-12,11,0.0
-11,11,1.317577723131338
-10,11,5.290981041162439
-9,11,2.3636510017292705
-8,11,2.9455908999109366
-7,11,4.340635481811862
-6,11,3.8583115435412956
-5,11,4.18356844566777
-4,11,5.392918764865545
-3,11,4.093247198357257
-2,11,6.442417504983172
-1,11,5.053660255224765
0,11,3.205459684665607
1,11,4.822172197835007
2,11,3.8310212779046027
3,11,4.136594457194168
4,11,4.503468132876794
5,11,4.982805092789281
6,11,3.889070952910586
7,11,4.223533023724007
8,11,4.388975380642061
9,11,3.9847814933749386
10,11,3.953720998745531
11,11,6.995302435877679
12,11,1.18712889669146
13,11,2.7070222532389714
14,11,4.130363418394488
-14,12,0.0
-13,12,0.0
-12,12,4.371155042225285
-11,12,1.1866934681112902
-10,12,7.246646584467975
-9,12,4.143670642168371
-8,12,3.890773836146653
-7,12,5.185229547576228
-6,12,4.93090425979678
-5,12,5.028576719333092
-4,12,5.034492485214694
-3,12,6.393445343303498
-2,12,7.8058827663927675
-1,12,6.732635216828047
0,12,6.949491534521668
1,12,5.050394200015187
2,12,3.7695415293102146
3,12,6.6946590715449625
4,12,5.729760262992439
5,12,4.043889751371904
6,12,6.423935087610894
7,12,5.24481356259913
8,12,3.9017841816050023
9,12,1.6512340076955423
10,12,5.940947212004516
11,12,1.2922948626467192
12,12,2.1875378687723175
13,12,0.0
14,12,0.0
-14,13,0.0
-13,13,0.0
-12,13,0.0
-11,13,0.0
-10,13,0.0
-9,13,2.116942731142385
-8,13,5.842792884037213
-7,13,1.9497147354400564
-6,13,4.303285032283161
-5,13,2.109797268230367
-4,13,3.7233157912395995
-3,13,2.9496405087937867
-2,13,2.949884688833528
-1,13,3.6461377249482667
0,13,3.197390686942969
1,13,2.5378262992399465
2,13,3.899335426672441
3,13,3.2287225997868063
4,13,4.366732492729257
5,13,2.7270401502790658
6,13,1.6348839968669648
7,13,3.078640880307077
8,13,5.521967485985634
9,13,5.822090857943859
10,13,1.706293189939992
11,13,0.0
12,13,0.0
13,13,7.12533655400859
14,13,0.0
-14,14,0.0
-13,14,0.0
-12,14,0.0
-11,14,0.0
-10,14,12.439897023157776
-9,14,2.8783984902372466
-8,14,2.6594618999382593
-7,14,4.873593220706825
-6,14,5.302691377606261
-5,14,4.199602132529313
-4,14,3.2459903747333883
-3,14,7.058557844684061
-2,14,7.936237277799893
-1,14,7.827333632301417
0,14,2.1215265521613573
1,14,7.477909579914673
2,14,6.770725062974078
3,14,4.786793699725719
4,14,9.688993222073156
5,14,7.654762303566268
6,14,4.045834579031984
7,14,4.386694039182521
8,14,16.36063840963677
9,14,6.315658328018556
10,14,0.0
11,14,0.0
12,14,0.0
13,14,0.0
14,14,0.0
