delta_x,delta_y,eps_proxy
-7,5,0.19812450630028097
-6,5,0.2419832755493344
-5,5,0.24805594397252342
-4,5,0.2672420148378392
-3,5,0.2998606415142975
-2,5,0.31240744942978027
-1,5,0.35892121166585506
0,5,0.3655117931094817
1,5,0.3729867035156017
2,5,0.31596089909154085
3,5,0.29835569475638385
4,5,0.2717460937396005
5,5,0.22955453378672747
6,5,0.23999164365180903
7,5,0.19384843781897995
8,5,0.1886834624575565
9,5,0.21265769719264355
10,5,0.15192201334803057
11,5,0.15129262485080053
12,5,0.18611653245215237
13,5,0.16349762375171709
14,5,0.251882793348387
-14,6,0.0
-13,6,0.20220370421768136
-12,6,0.16668292972788712
-11,6,0.11164049836040817
-10,6,0.10292655111358794
-9,6,0.14540143022990737
-8,6,0.14693228817581783
-7,6,0.1321442105388145
-6,6,0.2171955147075239
-5,6,0.22505440442036864
-4,6,0.24199494166170757
-3,6,0.26714519038540185
-2,6,0.3040337081976425
-1,6,0.312001177337086
0,6,0.3035254709225212
1,6,0.31043726166121083
2,6,0.2902972454778695
3,6,0.27731139213368355
4,6,0.2470972446485508
5,6,0.2419832755493344
6,6,0.20769321093906976
7,6,0.1601748006531085
8,6,0.11994472504148393
9,6,0.14994522492459197
10,6,0.11027844762170136
11,6,0.09923599854258504
12,6,0.12501219729591534
13,6,0.20220370421768136
14,6,0.0
-14,7,0.0
-13,7,0.10224750915053916
-12,7,0.026965724221278613
-11,7,0.08003760190807124
-10,7,0.1782216034758405
-9,7,0.09542630708291365
-8,7,0.1489908055629727
-7,7,0.15957188418638302
-6,7,0.13614858055514223
-5,7,0.1952737939794136
-4,7,0.2178954422914856
-3,7,0.24648934501200678
-2,7,0.2512517433303895
-1,7,0.24289219060056166
0,7,0.2751173374793656
1,7,0.26614131715678674
2,7,0.24484589151743344
3,7,0.22210170663626053
4,7,0.207991104005509
5,7,0.16106524612900538
6,7,0.1601748006531085
7,7,0.1538728883225836
8,7,0.1489908055629727
9,7,0.1399585837216067
10,7,0.1386168027034315
11,7,0.17608272419775675
12,7,0.08089717266383584
13,7,0.0
14,7,0.25963262761235584
-14,8,0.17038062413092794
-13,8,0.13367558906312507
-12,8,0.10688360336500408
-11,8,0.0848915585143419
-10,8,0.11077981845515106
-9,8,0.1596106885624664
-8,8,0.13277913637954197
-7,8,0.2027930409051573
-6,8,0.15892676067996622
-5,8,0.19312307333891077
-4,8,0.17749378387914794
-3,8,0.2106325234070458
-2,8,0.2638920270171114
-1,8,0.22728322778703705
0,8,0.23094120134917756
1,8,0.25692886619404187
2,8,0.238064296713309
3,8,0.21196564064379925
4,8,0.17749378387914794
5,8,0.1953428787795879
6,8,0.1619253788060033
7,8,0.1655453395144141
8,8,0.11467289050960444
9,8,0.12414164665969608
10,8,0.04154243192068165
11,8,0.06366866888575642
12,8,0.03562786778833469
13,8,0.0
14,8,0.0
-14,9,0.23177477383993192
-13,9,0.0
-12,9,0.04837593977017407
-11,9,0.08849954321201539
-10,9,0.07584091549516188
-9,9,0.13212229484418933
-8,9,0.12414164665969629
-7,9,0.12087332230502396
-6,9,0.14994522492459197
-5,9,0.17082339610556613
-4,9,0.16829211670976674
-3,9,0.25050406191982744
-2,9,0.19220976078373017
-1,9,0.21355954583270573
0,9,0.21394405505833708
1,9,0.18144532841425373
2,9,0.21623598088169643
