theta_deg,phi_deg,AOmega_MC_cm2sr,AOmega_analytic_cm2sr,ratio_MC_over_analytic
5.000000000000001,137.5,0.893743140553084,0.894193685766353,0.9994961435979243
5.000000000000001,142.5,0.8943858301100419,0.8946139687574256,0.9997449864909883
5.000000000000001,147.5,0.8954093727377782,0.8954519641103285,0.9999524358935405
5.000000000000001,152.5,0.8969565883378514,0.8967025310498624,1.0002833239331794
5.000000000000001,157.5,0.8991464934948783,0.8983579601973941,1.0008777495524288
5.000000000000001,162.5,0.901098365482663,0.9004079773029413,1.000766750403289
5.000000000000001,167.5,0.9039309601966479,0.9028397508076751,1.0012086412765904
5.000000000000001,172.5,0.9061922753044426,0.9056379053253644,1.0006121320406516
5.000000000000001,177.5,0.9092390998707407,0.9087845434978526,1.0005001805721063
7.0,-177.5,1.243679385105625,1.2417924641947657,1.001519513900483
7.0,-172.5,1.2375775530692696,1.2357634312822423,1.001468017050112
7.0,-167.5,1.232603233474421,1.2304101115692592,1.0017824316335997
7.0,-162.5,1.2286569399291631,1.2257639220479153,1.002360175421393
7.0,-157.5,1.2240805659018967,1.2218516290563872,1.0018242287299899
7.0,-152.5,1.2218918652801605,1.218695405694285,1.002622853562047
7.0,-147.5,1.2202005966179097,1.2163128940492303,1.0031963013692446
7.0,-142.5,1.2185424900862978,1.2147172647428173,1.0031490664161182
7.0,-137.5,1.2171496805997322,1.2139172674538732,1.0026627952600418
7.0,-132.5,1.2171828427303644,1.2139172674538732,1.0026901135390722
7.0,-127.50000000000001,1.2177797610817471,1.214717264742811,1.0025211598022232
7.0,-122.50000000000001,1.2190399220457833,1.2163128940492365,1.002242044797756
7.0,-117.5,1.221394433320675,1.218695405694285,1.0022146859779557
7.0,-112.5,1.2245116736001174,1.2218516290563872,1.002177060193294
7.0,-107.5,1.2281263458390452,1.2257639220479153,1.0019273073294432
7.0,-102.50000000000001,1.232271612168094,1.230410111569256,1.0015129106802154
7.0,-97.5,1.2374117424161077,1.2357634312822423,1.0013338403549903
7.0,-92.5,1.2434472501912015,1.2417924641947686,1.0013325785460503
7.0,-87.5,1.243778871497522,1.2417924641947657,1.001599629052383
7.0,-82.50000000000001,1.2376438773305374,1.2357634312822454,1.0015216877281607
7.0,-77.5,1.2331338275645327,1.230410111569253,1.0022136651590143
7.0,-72.5,1.22772840027146,1.2257639220479184,1.0016026562604807
7.0,-67.5,1.2239810795099995,1.2218516290563872,1.0017428060846116
7.0,-62.50000000000001,1.2204327315323393,1.2186954056942878,1.0014255619820458
7.0,-57.5,1.2178792474736442,1.2163128940492303,1.0012877882262674
7.0,-52.50000000000001,1.2158563575050712,1.2147172647428124,1.0009377431237054
7.0,-47.5,1.2142977373653498,1.2139172674538745,1.00031342326341
7.0,-42.5,1.214563034410409,1.2139172674538745,1.0005319694956551
7.0,-37.49999999999999,1.2159558438969682,1.2147172647428124,1.0010196439863872
7.0,-32.5,1.217647112559219,1.2163128940492318,1.0010969369119695
7.0,-27.5,1.2194378676133661,1.2186954056942856,1.0006092268138629
7.0,-22.5,1.2221903244558532,1.2218516290563886,1.0002771984678092
7.0,-17.5,1.2267666984831198,1.2257639220479166,1.0008180828438218
7.0,-12.499999999999998,1.2307129920283708,1.230410111569254,1.0002461621993097
7.0,-7.499999999999999,1.236317392105241,1.2357634312822436,1.0004482741671863
7.0,-2.5,1.2423197377496993,1.2417924641947669,1.0004246068245182
7.0,2.5,1.2415238466145224,1.2417924641947669,0.9997836856093191
7.0,7.499999999999999,1.2356541494925934,1.2357634312822436,0.999911567386699
7.0,12.499999999999998,1.2300497494157234,1.230410111569254,0.9997071202925413
7.0,17.5,1.2254733753884575,1.2257639220479166,0.999762966869694
7.0,22.5,1.2202669208791759,1.2218516290563886,0.998703027323836
7.0,27.5,1.2165196001177179,1.2186954056942856,0.9982146436538601
7.0,32.5,1.2141650888428206,1.2163128940492318,0.9982341671975038
7.0,37.49999999999999,1.213004414270688,1.2147172647428124,0.9985899183934897
7.0,42.5,1.2119432260904521,1.2139172674538745,0.998373825452238
7.0,47.5,1.2118105775679224,1.2139172674538745,0.9982645523361153
7.0,52.50000000000001,1.2123743337886728,1.2147172647428124,0.998071212929837
7.0,57.5,1.213700819013966,1.2163128940492303,0.9978524645689084
7.0,62.50000000000001,1.215790033243808,1.2186954056942878,0.9976159978638596
7.0,67.5,1.2182771930412326,1.2218516290563872,0.9970745744162774
