theta_deg,phi_deg,AOmega_MC_withcos_cm2sr,AOmega_analytic_withcos_cm2sr,ratio_MC_over_analytic_withcos,AOmega_MC_nocos_cm2sr,AOmega_analytic_nocos_cm2sr,ratio_MC_over_analytic_nocos,ratio_withcos_over_nocos_MC
1.0,87.5,0.18957508567198333,0.1896171979166065,0.9997779091501938,0.18960396327395737,0.1896460819334564,0.9997779091501938,0.9998476951563913
1.0,92.5,0.1895655177768102,0.189617197916607,0.9997274501450045,0.18959439392132546,0.18964608193345686,0.9997274501450046,0.9998476951563913
1.0,97.5,0.1894411351395525,0.1894860056923915,0.9997631985925555,0.18946999233710393,0.1895148697249865,0.9997631985925554,0.9998476951563913
1.0,102.50000000000001,0.18933269899425179,0.18936901678368015,0.9998082168348065,0.18936153967393732,0.18939786299558353,0.9998082168348063,0.9998476951563914
1.0,107.5,0.18925296653447102,0.1892670943605131,0.9999253550856804,0.18928179506866694,0.18929592504677312,0.9999253550856804,0.9998476951563913
1.0,112.5,0.18918280196986437,0.18918098905914352,1.0000095829434548,0.1892116198160294,0.18920980662915138,1.0000095829434548,0.9998476951563913
1.0,117.5,0.18911263740525772,0.18911133403051844,1.000006892102718,0.18914144456339188,0.1891401409901121,1.0000068921027179,0.9998476951563913
1.0,122.50000000000001,0.18903928354226082,0.18905864079501433,0.9998976124409225,0.1890680795265445,0.18908743972795047,0.9998976124409225,0.9998476951563914
1.0,127.50000000000001,0.18895955108247958,0.1890232959144963,0.9996627673234227,0.18898833492127362,0.18905208946341592,0.9996627673234226,0.9998476951563914
1.0,132.5,0.18895955108247958,0.18900555848988476,0.9997565817229251,0.18898833492127362,0.1890343493368972,0.999756581722925,0.9998476951563914
1.0,137.5,0.18897868687282685,0.18900555848988476,0.9998578263132968,0.1890074736265384,0.1890343493368972,0.9998578263132967,0.9998476951563913
1.0,142.5,0.18896592967926298,0.18902329591449726,0.9996965123533756,0.1889947144896962,0.1890520894634169,0.9996965123533755,0.9998476951563913
1.0,147.5,0.18903609424386864,0.1890586407950134,0.9998807430802954,0.18906488974233274,0.1890874397279495,0.9998807430802955,0.9998476951563913
1.0,152.5,0.18905841933260714,0.18911133403051844,0.9997201928790648,0.18908721823180832,0.1891401409901121,0.9997201928790646,0.9998476951563914
1.0,157.5,0.1891030695100841,0.18918098905914352,0.9995881216741337,0.1891318752107595,0.18920980662915138,0.9995881216741338,0.9998476951563913
1.0,162.5,0.18921788425216768,0.1892670943605131,0.9997399964927254,0.18924670744234814,0.18929592504677312,0.9997399964927253,0.9998476951563913
1.0,167.5,0.18936778127655557,0.18936901678368062,0.9999934756638333,0.18939662730025658,0.189397862995584,0.9999934756638333,0.9998476951563912
1.0,172.5,0.18949854251059425,0.1894860056923915,1.0000661622379814,0.18952740845289825,0.1895148697249865,1.0000661622379814,0.9998476951563912
1.0,177.5,0.1896229251478515,0.1896171979166065,1.0000302041761397,0.1896518100371193,0.1896460819334564,1.0000302041761397,0.9998476951563914
3.0000000000000004,-177.5,0.5578003482321928,0.5574992439011305,1.0005400981873183,0.5585658433077283,0.5582643257573421,1.0005400981873187,0.9986295347545737
3.0000000000000004,-172.5,0.556615855935368,0.556342000885236,1.000492242271294,0.5573797254776403,0.5571054946036262,1.0004922422712939,0.9986295347545738
3.0000000000000004,-167.5,0.55564151549766,0.555311451862186,1.0005943757046019,0.556404047907732,0.5560735313107488,1.0005943757046019,0.9986295347545738
3.0000000000000004,-162.5,0.554905983990758,0.5544147059047237,1.000886120228778,0.5556675069971101,0.5551755547075605,1.0008861202287782,0.9986295347545738
3.0000000000000004,-157.5,0.5541035859832314,0.5536579113075906,1.000804963979632,0.5548640078218892,0.5544177215263909,1.0008049639796317,0.9986295347545738
3.0000000000000004,-152.5,0.5535877586926786,0.5530462293498709,1.0009791755445911,0.5543474726378186,0.5538052001293845,1.0009791755445911,0.9986295347545738
3.0000000000000004,-147.5,0.5531674549744504,0.5525838131961731,1.00105620498527,0.5539265921174648,0.5533421493807288,1.00105620498527,0.9986295347545738
3.0000000000000004,-142.5,0.5530337219731988,0.5522737915447284,1.001376003062439,0.5537926755882641,0.5530317022723116,1.0013760030624388,0.9986295347545738
3.0000000000000004,-137.5,0.5529477507581039,0.5521182566833037,1.0015023847966613,0.5537065863909162,0.5528759539632422,1.0015023847966613,0.9986295347545738
3.0000000000000004,-132.5,0.5528522271857793,0.5521182566833037,1.0013293719118885,0.5536109317271994,0.5528759539632422,1.0013293719118885,0.9986295347545738
3.0000000000000004,-127.50000000000001,0.5530241696159636,0.5522737915447257,1.0013587066464607,0.5537831101218896,0.5530317022723088,1.0013587066464607,0.9986295347545738
3.0000000000000004,-122.50000000000001,0.5531579026172208,0.5525838131961759,1.001038918273274,0.5539170266510959,0.5533421493807316,1.001038918273274,0.9986295347545738
3.0000000000000004,-117.5,0.5534253686197268,0.5530462293498709,1.000685547156341,0.5541848597095,0.5538052001293845,1.000685547156341,0.9986295347545738
3.0000000000000004,-112.5,0.5540080624109067,0.5536579113075906,1.0006324322224336,0.5547683531581723,0.5544177215263909,1.0006324322224334,0.9986295347545738
3.0000000000000004,-107.5,0.5545716514876218,0.5544147059047237,1.0002830833692298,0.5553327156741013,0.5551755547075605,1.00028308336923,0.9986295347545738
3.0000000000000004,-102.50000000000001,0.5552594212083602,0.5553114518621846,0.999906303654193,0.5560214292528635,0.5560735313107473,0.9999063036541929,0.9986295347545738
3.0000000000000004,-97.5,0.5564057040762539,0.556342000885236,1.0001145036522796,0.5571692852174633,0.5571054946036262,1.0001145036522796,0.9986295347545738
3.0000000000000004,-92.5,0.5575615393013829,0.5574992439011319,1.000111740779799,0.5583267066484378,0.5582643257573435,1.0001117407797993,0.9986295347545739
3.0000000000000004,-87.5,0.5574755680862893,0.5574992439011305,0.9999575321130921,0.5582406174510912,0.5582643257573421,0.9999575321130922,0.9986295347545739
3.0000000000000004,-82.50000000000001,0.5564343611479527,0.5563420008852374,1.0001660134639634,0.5571979816165799,0.5571054946036277,1.0001660134639634,0.9986295347545738
3.0000000000000004,-77.5,0.555345392423451,0.5553114518621832,1.000061119865535,0.5561075184502072,0.5560735313107459,1.0000611198655351,0.9986295347545738
3.0000000000000004,-72.5,0.5544665755580662,0.5544147059047251,1.0000935574990863,0.5552274955440143,0.555175554707562,1.0000935574990863,0.9986295347545738
3.0000000000000004,-67.5,0.5539889576964419,0.5536579113075906,1.000597925870994,0.554749222225429,0.5544177215263909,1.0005979258709938,0.9986295347545738
3.0000000000000004,-62.50000000000001,0.5534253686197282,0.5530462293498724,1.000685547156341,0.5541848597095015,0.5538052001293859,1.000685547156341,0.9986295347545738
