theta_x_deg,theta_y_deg,theta_deg,I_arti,I_rad,I_full,R_rad,R_full,logR_rad,logR_full
-43.025065989118026,-61.82140989004083,64.3982431428705,0.149028660576905,0.7706729209452604,0.39004817467696795,5.171306767180907,2.617269545113332,0.7136003013269391,0.4178484516911607
-38.659808254090095,-61.82140989004083,63.78440550153861,0.1562506718332626,1.8169874889304636,0.40895012479269816,11.62866992898044,2.6172695451133308,1.0655300435729844,0.41784845169116047
-14.931417178137552,-61.82140989004083,62.06164727039765,0.17471230407157742,0.6037782724527797,0.4572691926031222,3.455842882167108,2.617269545113332,0.5385539893164184,0.4178484516911607
-7.594643368591445,-61.82140989004083,61.88205317814457,0.17679562665915372,0.5425174860050616,0.4627218093642326,3.068613722278233,2.6172695451133334,0.48694222279437516,0.4178484516911609
0.0,-61.82140989004083,61.82140989004083,0.17759471891262263,0.7511807962417617,0.46481324918297245,4.229747375603785,2.6172695451133317,0.6263144296309392,0.4178484516911606
7.594643368591445,-61.82140989004083,61.88205317814457,0.17679562665915372,0.2712587430025308,0.46272180936423246,1.5343068611391164,2.6172695451133325,0.185912227130394,0.41784845169116075
21.80140948635181,-61.82140989004083,62.35343125851404,0.17172559589833156,0.6903519789961712,0.44945217226114476,4.0200878348087565,2.617269545113332,0.6042355420785077,0.4178484516911607
28.072486935852957,-61.82140989004083,62.74690849122661,0.1676853340455909,0.40540581387336994,0.4388777179596832,2.417658146317938,2.6172695451133308,0.3833948921973615,0.41784845169116047
33.690067525979785,-61.82140989004083,63.22884562978168,0.16271726927003022,0.977970993270542,0.4258749533244579,6.010247084761407,2.6172695451133303,0.7788923264690746,0.41784845169116036
43.025065989118026,-61.82140989004083,64.3982431428705,0.149028660576905,1.5413458418905208,0.390048174676968,10.342613534361814,2.6172695451133325,1.0146302969909202,0.41784845169116075
53.13010235415598,-61.82140989004083,66.44623369171494,0.12197972949914143,1.9082196838177685,0.3192538311392678,15.643744183177452,2.617269545113332,1.1943407054683572,0.4178484516911607
-43.025065989118026,-60.01836063115067,63.07106565542146,0.16434609262934677,0.5929449735850255,0.43013802309716653,3.6079042957370655,2.6172695451133317,0.5572550088076678,0.4178484516911606
-33.690067525979785,-60.01836063115067,61.698929737653955,0.17920724888099632,0.9183380334044265,0.4690336747597797,5.124446913496504,2.617269545113333,0.7096469984343955,0.4178484516911608
-28.072486935852957,-60.01836063115067,61.12717611454784,0.18671009175843964,0.7537016357298132,0.4886706369246827,4.036748247678693,2.6172695451133334,0.6060316654238854,0.4178484516911609
-21.80140948635181,-60.01836063115067,60.65753596474337,0.19283028667475371,0.7636420460265686,0.5046888366893089,3.9601768954199477,2.617269545113333,0.5977145856701858,0.4178484516911608
-14.931417178137552,-60.01836063115067,60.30758709991969,0.19517336363278875,0.44246146737372166,0.5108213006534308,2.2670176869329044,2.617269545113333,0.3554549084403232,0.4178484516911608
-7.594643368591445,-60.01836063115067,60.0914649349183,0.19661634268088785,0.5940323972033651,0.5145979657702572,3.021276813024074,2.617269545113333,0.4801905176802418,0.4178484516911608
0.0,-60.01836063115067,60.01836063115067,0.19710373004728893,0.7301541864315895,0.5158735898810116,3.704415874100444,2.6172695451133325,0.5687197365650989,0.41784845169116075
7.594643368591445,-60.01836063115067,60.0914649349183,0.19661634268088785,0.5940323972033651,0.5145979657702572,3.021276813024074,2.617269545113333,0.4801905176802418,0.4178484516911608
14.931417178137552,-60.01836063115067,60.30758709991969,0.19517336363278875,0.9955383015908738,0.5108213006534308,5.1007897955990344,2.617269545113333,0.7076374265516856,0.4178484516911608
21.80140948635181,-60.01836063115067,60.65753596474337,0.19283028667475371,0.7636420460265686,0.5046888366893089,3.9601768954199477,2.617269545113333,0.5977145856701858,0.4178484516911608
28.072486935852957,-60.01836063115067,61.12717611454784,0.18671009175843964,0.3014806542919253,0.48867063692468277,1.614699299071477,2.617269545113334,0.20809165675184776,0.41784845169116097
33.690067525979785,-60.01836063115067,61.698929737653955,0.17920724888099632,1.1020056400853118,0.46903367475977964,6.149336296195805,2.6172695451133325,0.7888282444820203,0.41784845169116075
38.659808254090095,-60.01836063115067,62.35343125851404,0.17172559589833156,0.23011732633205706,0.44945217226114464,1.3400292782695855,2.6172695451133317,0.12711428735884533,0.4178484516911606
43.025065989118026,-60.01836063115067,63.07106565542146,0.16434609262934677,0.8894174603775383,0.43013802309716653,5.411856443605599,2.6172695451133317,0.733346267863349,0.4178484516911606
46.8476102659946,-60.01836063115067,63.83320567697634,0.15567790043838187,0.3931373893005829,0.40745102766456454,2.52532561264973,2.6172695451133294,0.40231738350810037,0.41784845169116025
50.19442890773481,-60.01836063115067,64.6230664748477,0.1461053274102207,1.0758913001304564,0.3823970238095854,7.363806092502455,2.617269545113332,0.8671023439187584,0.4178484516911607
53.13010235415598,-60.01836063115067,65.4261840548125,0.1341915155690973,0.7636666629149312,0.35121536691160193,5.690871436068561,2.6172695451133277,0.7551787744614831,0.41784845169115997
-50.19442890773481,-57.9946167919165,63.43494882292201,0.16034522908708576,0.8482291668415965,0.4196666847938524,5.2900181169775,2.6172695451133308,0.7234571593867706,0.41784845169116047
-46.8476102659946,-57.9946167919165,62.52415070201769,0.169974402956685,0.4072647434132383,0.4448688283073556,2.3960357343747822,2.6172695451133308,0.37949329081495947,0.41784845169116047
-43.025065989118026,-57.9946167919165,61.637084076636626,0.1800207823924165,0.4540646063907438,0.4711629112431489,2.522289928731412,2.617269545113333,0.4017950057942394,0.4178484516911608
-38.659808254090095,-57.9946167919165,60.7940677526006,0.19106237651243613,0.8109470149575997,0.5000617392629788,4.2444097564379,2.617269545113334,0.6278173041571349,0.41784845169116097
-33.690067525979785,-57.9946167919165,60.01836063115067,0.19710373004728893,0.5476156398236921,0.5158735898810116,2.778311905575333,2.6172695451133325,0.4437809999567989,0.41784845169116075
-28.072486935852957,-57.9946167919165,59.335151081155516,0.20165521033173475,0.4442648087692211,0.5277860406146752,2.203091147698971,2.617269545113331,0.34303246543212174,0.4178484516911605
-21.80140948635181,-57.9946167919165,58.76993022442898,0.2131027267751357,0.7429934481499564,0.5577472767691735,3.486550638715917,2.6172695451133356,0.5423959772865805,0.4178484516911613
-14.931417178137552,-57.9946167919165,58.34632546962621,0.2216373732272707,0.9081673544905274,0.5800847470066555,4.097537077193534,2.6172695451133334,0.6125228920406339,0.4178484516911609
-7.594643368591445,-57.9946167919165,58.083652987429666,0.2269101445367246,0.7139736185365239,0.5938850107732367,3.146503740474973,2.6172695451133343,0.4978282523608522,0.417848451691161
0.0,-57.9946167919165,57.99461679191651,0.22869401153402535,1.1390979971547872,0.5985538715378053,4.980882487975887,2.6172695451133365,0.6973062957123779,0.4178484516911614
7.594643368591445,-57.9946167919165,58.083652987429666,0.2269101445367246,0.9995630659511333,0.5938850107732367,4.405105236664962,2.6172695451133343,0.6439562880390902,0.417848451691161
14.931417178137552,-57.9946167919165,58.34632546962621,0.2216373732272707,1.0150105726658836,0.5800847470066556,4.579600262745715,2.617269545113334,0.660827571615189,0.41784845169116097
21.80140948635181,-57.9946167919165,58.76993022442898,0.2131027267751357,0.6810773274707933,0.5577472767691735,3.196004752156257,2.6172695451133356,0.5046074163971808,0.4178484516911613
28.072486935852957,-57.9946167919165,59.335151081155516,0.20165521033173475,0.814485482743572,0.5277860406146753,4.039000437448113,2.6172695451133317,0.6062739002067031,0.4178484516911606
33.690067525979785,-57.9946167919165,60.01836063115067,0.19710373004728893,0.9126927330394868,0.5158735898810116,4.630519842625555,2.6172695451133325,0.6656297495731553,0.41784845169116075
38.659808254090095,-57.9946167919165,60.7940677526006,0.19106237651243613,0.6950974413922283,0.5000617392629788,3.6380655055182003,2.617269545113334,0.5608705145265218,0.41784845169116097
43.025065989118026,-57.9946167919165,61.637084076636626,0.1800207823924165,0.6054194751876585,0.47116291124314874,3.36305323830855,2.617269545113332,0.5267337424025395,0.4178484516911607
50.19442890773481,-57.9946167919165,63.43494882292201,0.16034522908708576,0.5654861112277311,0.41966668479385233,3.526678744651667,2.6172695451133303,0.5473659003310893,0.41784845169116036
53.13010235415598,-57.9946167919165,64.3525543477082,0.1495674955702266,0.8144551596101789,0.39145845109483024,5.4454021343679,2.6172695451133343,0.7360299572393024,0.417848451691161
-55.71312302279104,-55.71312302279104,64.26043515332165,0.1506532841865245,0.3747181516046525,0.3943002525726969,2.487288303258692,2.6172695451133308,0.3957261275528402,0.41784845169116047
-53.13010235415598,-55.71312302279104,63.22884562978168,0.16271726927003022,0.7334782449529067,0.42587495332445785,4.507685313571057,2.61726954511333,0.6539535898607747,0.4178484516911603
-50.19442890773481,-55.71312302279104,62.17947171866276,0.17350721539375513,0.6684460870543629,0.45411515070749703,3.8525549818628337,2.617269545113332,0.5857488454824082,0.4178484516911607
-46.8476102659946,-55.71312302279104,61.12717611454782,0.18671009175843983,0.47375531388731046,0.488670636924683,2.5373846128266004,2.6172695451133325,0.4043863018958149,0.41784845169116075
-43.025065989118026,-55.71312302279104,60.0914649349183,0.19661634268088785,0.34651889836862965,0.5145979657702571,1.7624114742640433,2.6172695451133325,0.24610731164687377,0.41784845169116075
-38.659808254090095,-55.71312302279104,59.09673032602228,0.20649224117915757,0.7180521543397842,0.5404458541404091,3.4773807976483804,2.6172695451133334,0.541252251586922,0.4178484516911609
-33.690067525979785,-55.71312302279104,58.171942883738076,0.22513952411047516,0.6587696176145248,0.5892508198556584,2.9260505023154706,2.617269545113334,0.46628181758138204,0.41784845169116097
-28.072486935852957,-55.71312302279104,57.34954116147778,0.23727601903248147,1.0142475556484474,0.6210152983994481,4.274547254223781,2.617269545113334,0.6308901224782544,0.41784845169116097
-21.80140948635181,-55.71312302279104,56.66334051820683,0.24633690337664435,0.8051764699277082,0.6447300750452203,3.268598650428782,2.6172695451133356,0.5143615970548259,0.4178484516911613
-14.931417178137552,-55.71312302279104,56.145485187379485,0.25686444140147874,0.861079631852494,0.6722834797026418,3.35227261178835,2.617269545113335,0.525339328866733,0.4178484516911612
-7.594643368591445,-55.71312302279104,55.82278575311073,0.2635372030183994,1.0938774255624732,0.6897478954644095,4.150751442429545,2.617269545113335,0.6181267274972149,0.4178484516911612
0.0,-55.71312302279104,55.71312302279104,0.26579901517988525,1.0284144537906996,0.6956676675514335,3.869143206172882,2.6172695451133356,0.5876148042882328,0.4178484516911613
7.594643368591445,-55.71312302279104,55.82278575311073,0.2635372030183994,1.0938774255624732,0.6897478954644095,4.150751442429545,2.617269545113335,0.6181267274972149,0.4178484516911612
14.931417178137552,-55.71312302279104,56.145485187379485,0.25686444140147874,0.8897822862475772,0.6722834797026417,3.464015032181295,2.6172695451133348,0.5395797679813432,0.41784845169116114
21.80140948635181,-55.71312302279104,56.66334051820683,0.24633690337664435,0.6709803916064234,0.6447300750452202,2.7238322086906512,2.617269545113335,0.43518035100720104,0.4178484516911612
28.072486935852957,-55.71312302279104,57.34954116147778,0.23727601903248147,0.730258240066882,0.6210152983994481,3.0776740230411215,2.617269545113334,0.4882226189095228,0.41784845169116097
33.690067525979785,-55.71312302279104,58.171942883738076,0.22513952411047516,0.45607127373313255,0.5892508198556584,2.0257272708337872,2.617269545113334,0.30658097471387014,0.41784845169116097
38.659808254090095,-55.71312302279104,59.09673032602228,0.20649224117915757,0.4569422800344081,0.540445854140409,2.2128786894126056,2.617269545113333,0.3449576064429538,0.4178484516911608
43.025065989118026,-55.71312302279104,60.0914649349183,0.19661634268088785,0.6930377967372593,0.5145979657702571,3.5248229485280866,2.6172695451133325,0.547137307310855,0.41784845169116075
46.8476102659946,-55.71312302279104,61.12717611454782,0.18671009175843983,0.7106329708309657,0.48867063692468293,3.8060769192399007,2.617269545113332,0.5804775609514962,0.4178484516911607
50.19442890773481,-55.71312302279104,62.17947171866276,0.17350721539375513,0.6684460870543629,0.45411515070749703,3.8525549818628337,2.617269545113332,0.5857488454824082,0.4178484516911607
53.13010235415598,-55.71312302279104,63.22884562978168,0.16271726927003022,0.24449274831763554,0.42587495332445785,1.502561771190352,2.61726954511333,0.1768323351411122,0.4178484516911603
60.01836063115067,-55.71312302279104,66.23057961857945,0.12420679432636944,1.136782169500724,0.3250826600865645,9.152334827301576,2.61726954511333,0.9615318998874913,0.4178484516911603
-61.82140989004083,-53.13010235415598,66.44623369171494,0.12197972949914143,1.9082196838177685,0.3192538311392678,15.643744183177452,2.617269545113332,1.1943407054683572,0.4178484516911607
-60.01836063115067,-53.13010235415598,65.42618405481251,0.1341915155690971,0.7636666629149319,0.3512153669116019,5.690871436068576,2.617269545113331,0.7551787744614842,0.4178484516911605
-55.71312302279104,-53.13010235415598,63.22884562978168,0.16271726927003022,0.4889854966352711,0.4258749533244579,3.005123542380704,2.6172695451133303,0.47786233080509344,0.41784845169116036
-53.13010235415598,-53.13010235415598,62.06164727039765,0.17471230407157742,0.15698235083772275,0.4572691926031221,0.8985191493634481,2.617269545113331,-0.04647266271276358,0.4178484516911605
